emoji,unicode_name,group,graha,element,layer,nakshatra,varna,rasa,dosha,vastu_zone,confidence,method,attestation,attestation_status
🪆,nesting dolls,Activities,,fire,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♠️,spade suit,Activities,,fire,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♥️,heart suit,Activities,shukra,fire,S2,,brahmana,,,,0.7,activity_art,SYNTHESIS,inferred_coherent
♦️,diamond suit,Activities,,fire,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♣️,club suit,Activities,,fire,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♟️,chess pawn,Activities,,fire,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🃏,joker,Activities,,fire,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🀄,mahjong red dragon,Activities,,fire,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎴,flower playing cards,Activities,,fire,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎭,performing arts,Activities,shukra,fire,S2,,brahmana,,,,0.7,activity_art,SYNTHESIS,inferred_coherent
🖼️,framed picture,Activities,,fire,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎨,artist palette,Activities,shukra,fire,S2,,brahmana,,,,0.7,activity_art,SYNTHESIS,inferred_coherent
🧵,thread,Activities,,fire,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪡,sewing needle,Activities,,fire,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧶,yarn,Activities,,fire,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪢,knot,Activities,,fire,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👓,glasses,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🕶️,sunglasses,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🥽,goggles,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🥼,lab coat,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🦺,safety vest,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👔,necktie,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👕,t-shirt,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👖,jeans,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧣,scarf,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧤,gloves,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧥,coat,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧦,socks,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👗,dress,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👘,kimono,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🥻,sari,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🩱,one-piece swimsuit,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🩲,briefs,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🩳,shorts,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👙,bikini,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👚,woman’s clothes,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪭,folding hand fan,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👛,purse,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👜,handbag,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👝,clutch bag,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🛍️,shopping bags,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎒,backpack,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🩴,thong sandal,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👞,man’s shoe,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👟,running shoe,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🥾,hiking boot,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🥿,flat shoe,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👠,high-heeled shoe,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👡,woman’s sandal,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🩰,ballet shoes,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👢,woman’s boot,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪮,hair pick,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👑,crown,Objects,shukra,water,S4,,universal,,,,0.6,jewel_venus,SYNTHESIS,inferred_coherent
👒,woman’s hat,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎩,top hat,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎓,graduation cap,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧢,billed cap,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪖,military helmet,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⛑️,rescue worker’s helmet,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📿,prayer beads,Objects,guru,earth,S6,,brahmana,,,,0.7,ritual_object,SYNTHESIS,inferred_coherent
💄,lipstick,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💍,ring,Objects,shukra,water,S4,,universal,,,,0.6,jewel_venus,SYNTHESIS,inferred_coherent
💎,gem stone,Objects,shukra,water,S4,,universal,,,,0.6,jewel_venus,SYNTHESIS,inferred_coherent
🔇,muted speaker,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔈,speaker low volume,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔉,speaker medium volume,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔊,speaker high volume,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📢,loudspeaker,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📣,megaphone,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📯,postal horn,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔔,bell,Objects,guru,earth,S6,,brahmana,,,,0.7,ritual_object,SYNTHESIS,inferred_coherent
🔕,bell with slash,Objects,guru,earth,S6,,brahmana,,,,0.7,ritual_object,SYNTHESIS,inferred_coherent
🎼,musical score,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎵,musical note,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎶,musical notes,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎙️,studio microphone,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎚️,level slider,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎛️,control knobs,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎤,microphone,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎧,headphone,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📻,radio,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎷,saxophone,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪗,accordion,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎸,guitar,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎹,musical keyboard,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎺,trumpet,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎻,violin,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪕,banjo,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🥁,drum,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪘,long drum,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪇,maracas,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪈,flute,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪉,harp,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📱,mobile phone,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📲,mobile phone with arrow,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
☎️,telephone,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📞,telephone receiver,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📟,pager,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📠,fax machine,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔋,battery,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪫,low battery,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔌,electric plug,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💻,laptop,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🖥️,desktop computer,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🖨️,printer,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⌨️,keyboard,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🖱️,computer mouse,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🖲️,trackball,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💽,computer disk,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💾,floppy disk,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💿,optical disk,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📀,dvd,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧮,abacus,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎥,movie camera,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎞️,film frames,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📽️,film projector,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎬,clapper board,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📺,television,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📷,camera,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📸,camera with flash,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📹,video camera,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📼,videocassette,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔍,magnifying glass tilted left,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔎,magnifying glass tilted right,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🕯️,candle,Objects,guru,earth,S6,,brahmana,,,,0.7,ritual_object,SYNTHESIS,inferred_coherent
💡,light bulb,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔦,flashlight,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🏮,red paper lantern,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪔,diya lamp,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📔,notebook with decorative cover,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
📕,closed book,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
📖,open book,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
📗,green book,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
📘,blue book,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
📙,orange book,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
📚,books,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
📓,notebook,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
📒,ledger,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📃,page with curl,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📜,scroll,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
📄,page facing up,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📰,newspaper,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🗞️,rolled-up newspaper,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📑,bookmark tabs,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
🔖,bookmark,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
🏷️,label,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💰,money bag,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪙,coin,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💴,yen banknote,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💵,dollar banknote,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💶,euro banknote,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💷,pound banknote,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💸,money with wings,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💳,credit card,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧾,receipt,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💹,chart increasing with yen,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
✉️,envelope,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📧,e-mail,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📨,incoming envelope,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📩,envelope with arrow,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📤,outbox tray,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📥,inbox tray,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📦,package,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📫,closed mailbox with raised flag,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📪,closed mailbox with lowered flag,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📬,open mailbox with raised flag,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
📭,open mailbox with lowered flag,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
📮,postbox,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🗳️,ballot box with ballot,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
✏️,pencil,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
✒️,black nib,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🖋️,fountain pen,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
🖊️,pen,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
🖌️,paintbrush,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🖍️,crayon,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📝,memo,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💼,briefcase,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📁,file folder,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📂,open file folder,Objects,budha,earth,S4,,brahmana,,,,0.6,writing,SYNTHESIS,inferred_coherent
🗂️,card index dividers,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📅,calendar,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📆,tear-off calendar,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🗒️,spiral notepad,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🗓️,spiral calendar,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📇,card index,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📈,chart increasing,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📉,chart decreasing,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📊,bar chart,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📋,clipboard,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📌,pushpin,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📍,round pushpin,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📎,paperclip,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🖇️,linked paperclips,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📏,straight ruler,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📐,triangular ruler,Objects,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
