latin_name,common_name,family,habit,mature_height_m,canopy_spread_m,hardiness_zone_min,hardiness_zone_max,layer,succession_role,root_architecture,water_relationship,nitrogen_fixer,guild_function_primary,allelopathic,fodder_cattle,fodder_sheep,fodder_goat,fodder_pig,fodder_chicken,fodder_duck,edibility_rating,medicinal_rating,other_uses_rating,soil,shade,moisture,range,found_in,known_hazards,summary,attestation,source
Iris setosa,"Beachhead Iris, Canada beachhead iris, Wild flag",Iridaceae,Perennial,0.6,,4,8,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,1,1,1,LM,SN,MWe,"Northwestern N. America, coastal regions of E. Asia to Japan.",,"Many plants in this genus are thought to be poisonous if ingested, so caution is advised[65]. The roots are especially likely to be toxic[238]. Plants can cause skin irritations and allergies in some people[238].","Bloom Color: Blue, Purple. Main Bloom Time: Late spring. Form: Upright or erect.",OBSERVED:PFAF,pfaf.org database
Iris tenax,"Tough-Leaf Iris, Klamath iris",Iridaceae,Perennial,0.3,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,1,2,LM,SN,DM,Western N. America - Washington to Oregon.,,"Many plants in this genus are thought to be poisonous if ingested, so caution is advised[65]. The roots are especially likely to be toxic[238]. Plants can cause skin irritations and allergies in some people[238].",,OBSERVED:PFAF,pfaf.org database
Iris versicolor,"Blue Flag, Harlequin blueflag",Iridaceae,Perennial,0.6,,4,8,groundcover,early_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,0,3,2,LM,SN,MWe,"Eastern N. America - Newfoundland to Manitoba, south to Florida and Arkansas.",,"Many plants in this genus are thought to be poisonous if ingested, so caution is advised[65]. The roots are especially likely to be toxic[238]. Plants can cause skin irritations and allergies in some people[238]. Fresh root can cause nausea and vomiting. The volatile oil furfural is irritant to muco",,OBSERVED:PFAF,pfaf.org database
Iva axillaris,"Deathweed, Povertyweed",Asteraceae or Compositae,Perennial,0.2,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,1,0,LMH,SN,M,"Western N. America - southern British Columbia to Manitoba, south to California.",,None known,,OBSERVED:PFAF,pfaf.org database
Iva xanthifolia,Giant Sumpweed,Asteraceae or Compositae,Annual,1.0,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,0,1,1,LMH,SN,M,N. America. A casual in Britain[17].,"North America: Canada, USA. Europe: Austria, Croatia, Czech Republic, Germany, Hungary, Romania, Serbia, Slovakia, Slovenia, Switzerland. Oceania: New Zealand.",If consumed by cows the milk may taste bitter. The leaves can cause dermatitis. The pollen of this plant can cause autumn hay fever.,"An annual herb native to North America. It has been introduced to Western Asia and Central and Eastern Europe, where it is invasive.",OBSERVED:PFAF,pfaf.org database
Jasminum sambac,Jasmine Tea,Oleaceae,Shrub,3.0,,9,12,shrub,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,3,3,LM,SN,M,"E. Asia - Bhutan, India.","Native to a small region in the eastern Himalayas including territories in Bhutan and India. Africa, Asia, Australia, Bahamas, Bangladesh, Cambodia, China, Cuba, Dominican Republic, Egypt, Haiti, Hawa",Toxicity: The LD50 of jasmine extract is greater than 5 mg/kg by weight.,,OBSERVED:PFAF,pfaf.org database
Jatropha curcas,"Physic Nut, Barbados Nut",Euphorbiaceae,Tree,6.0,,9,12,understory,mid_successional,fibrous_shallow,drought_tolerant,no,pest_confuser,no,yes,no,no,no,yes,no,2,3,4,LMH,N,D,Tropical S. America - probably Central America to Mexico.,Bolivarian Republic of; Dominican Republic; Haiti; Jamaica; Paraguay; Puerto Rico; Guyana; Colombia; Argentina; Chile; El Salvador; Cuba; Peru; Nicaragua; Mexico; Uruguay; Panama; Ecuador; Honduras; G,"All parts of the plant are extremely purgative and poisonous[200 ]. The oil from the seed contains a toxin, curcasin[303 ]. The albumen of the kernel is a poison, toxalbumen cursin, most abundant in the embryo[303 ]. Another poison, a croton resin, occurs in the seeds and causes redness and pustular","A drought-tolerant plant, Physic nut (Jatropha curcas) or also known as Jatropha, Purging Nut, and Barbados Nut is a deciduous small tree or shrub that can be found in tropical America. It has a thin crown, milky sap, small and yellowish-green flowers, and yellow capsule fruit. It should be noted th",OBSERVED:PFAF,pfaf.org database
Jeffersonia diphylla,"Twinleaf, Rheumatism Root",Berberidaceae,Perennial,0.2,,5,8,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,0,2,0,LM,FS,M,Eastern N. America - New York and Ontario to Alabama and west to Wisconsin.,,None known,"Bloom Color: White. Main Bloom Time: Late spring, Mid spring. Form: Upright or erect.",OBSERVED:PFAF,pfaf.org database
Juglans californica,"California Walnut, Southern California walnut",Juglandaceae,Tree,6.0,,7,10,understory,mid_successional,deep_taproot,drought_tolerant,no,pollinator_attractor,no,no,no,no,no,no,no,2,1,0,LMH,N,M,South-western N. America - California.,,None known,,OBSERVED:PFAF,pfaf.org database
Juglans cinerea,"Butternut - White Walnut, Butternut",Juglandaceae,Tree,25.0,,3,7,canopy,mid_successional,deep_taproot,drought_tolerant,no,dynamic_accumulator,no,no,no,no,no,no,no,3,3,3,LMH,N,M,"Eastern N. America - New Brunswick to Georgia, west to Arkansas and North Dakota.",,The naphthoquinone constituents may cause gastric (stomach) irritation. Avoid in patients with gallstones [301].,"Bloom Color: Yellow. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Rounded.",OBSERVED:PFAF,pfaf.org database
Juglans hindsii,"Hind's Black Walnut, Northern California walnut,  Paradox hybrid walnut",Juglandaceae,Tree,15.0,,8,9,canopy,mid_successional,deep_taproot,drought_tolerant,no,canopy,no,no,no,no,no,no,no,3,0,0,LMH,N,M,South-western N. America - California.,,None known,"Bloom Color: Unknown. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Rounded.",OBSERVED:PFAF,pfaf.org database
Juglans major,Arizona Walnut,Juglandaceae,Tree,15.0,,8,11,canopy,mid_successional,deep_taproot,drought_tolerant,no,pollinator_attractor,no,no,no,no,no,no,no,2,0,0,LMH,N,M,Southern N. America - New Mexico to Arizona.,,None known,,OBSERVED:PFAF,pfaf.org database
Juglans microcarpa,"Texas Walnut, Little walnut, Stewart's little walnut",Juglandaceae,Tree,10.0,,5,9,canopy,mid_successional,deep_taproot,drought_tolerant,no,canopy,no,no,no,no,no,no,no,2,0,0,LMH,N,M,South-western N. America - Texas to Mexico.,,None known,,OBSERVED:PFAF,pfaf.org database
Juglans nigra,Black Walnut,Juglandaceae,Tree,30.0,,4,9,canopy,mid_successional,deep_taproot,drought_tolerant,no,dynamic_accumulator,no,no,no,no,no,no,no,3,3,4,LMH,N,M,"Eastern N. America - Massachusetts to Florida, west to Texas and Minnesota.",,The plant has occasionally been known to cause contact dermatitis in humans[274].,"Bloom Color: Unknown. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Rounded.",OBSERVED:PFAF,pfaf.org database
Juglans olanchana,"Olancho walnut, Central American walnut",Juglandaceae,Tree,45.0,,10,12,canopy,mid_successional,fibrous_shallow,mesic,no,canopy,no,no,no,no,no,no,no,2,0,3,LMH,SN,MWe,Central America - Costa Rica to Mexico.,"Belize, Central America, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, North America, Panama, South America",None known,,OBSERVED:PFAF,pfaf.org database
Juncus balticus,Baltic Rush,Juncaceae,Perennial,1.0,,3,7,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,1,0,0,MH,SN,MWeWa,"N. Europe, Northern N. America, N. Asia in boreal areas.",,"Although no reports of toxicity have been seen for this species, there is a report that one member of this genus is possibly toxic to mammals[76]..",,OBSERVED:PFAF,pfaf.org database
Juncus dudleyi,Dudley's Rush,Juncaceae,Perennial,0.2,,,,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,0,0,0,MH,SN,MWe,Central and southern N. America. Naturalized in a few sites in northern Britain[17].,,"Although no reports of toxicity have been seen for this species, there is a report that one member of this genus is possibly toxic to mammals[76]..",,OBSERVED:PFAF,pfaf.org database
Juncus tenuis,Poverty Rush,Juncaceae,Perennial,0.3,,,,groundcover,pioneer,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,0,1,1,MH,SN,MWe,"N. America - Alaska to Quebec, south to Texas. Widely naturalized and spreading in Britain.",,"Although no reports of toxicity have been seen for this species, there is a report that one member of this genus is possibly toxic to mammals[76]..",,OBSERVED:PFAF,pfaf.org database
Juniperus ashei,"Ashe Juniper, Mountain Cedar",Cupressaceae,Tree,6.0,,7,9,understory,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,0,0,LMH,N,DM,"Southern N. America - Missouri to Texas, south to Mexico.",,None known,"Form: Columnar, Pyramidal.",OBSERVED:PFAF,pfaf.org database
Juniperus californica,"Californian Juniper, Chuperosa",Cupressaceae,Tree,12.0,,8,10,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,canopy,no,no,no,no,no,no,no,2,1,0,LMH,N,DM,South-western N. America - California.,,None known,"Form: Irregular or sprawling, Pyramidal.",OBSERVED:PFAF,pfaf.org database
Juniperus communis,"Juniper, Common juniper",Cupressaceae,Shrub,9.0,,4,10,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,pest_confuser,no,no,no,no,no,no,no,3,3,4,LMH,SN,DM,"Northern temperate zone, incl Britain, south to the mountains of N. Africa, Himalayas and California","Alaska, Albania, Arctic, Argentina, Asia, Australia, Balkans, Belarus, Bosnia, Britain, Canada, Czech Republic, Estonia, Europe, Germany, Greece, Greenland, Hungary, Iceland, India, Iran, Ireland, Ita","Although the fruit of this plant is quite often used medicinally and as a flavouring in various foods and drinks, large doses of the fruit can cause renal damage. Juniper should not be used internally in any quantities by pregnant women[65, 165]. Diarrhoea with repeated use. Avoid in kidney disease.","Common juniper, is a coniferous evergreen shrub or tree with the largest geographical range of any woody plant. Size is very variable from a small prostrate spreading shrub to large trees. The form Juniperus communis compress for example only grows to 0.8m. The fruit is edible used as a flavouring i",OBSERVED:PFAF,pfaf.org database
Juniperus deppeana,Alligator Juniper,Cupressaceae,Tree,18.0,,7,9,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,canopy,no,no,no,no,no,no,no,3,0,0,LMH,N,DM,"South-western N. America - Texas, Arizona and Mexico.",,None known,"Form: Oval, Weeping.",OBSERVED:PFAF,pfaf.org database
Juniperus horizontalis,"Creeping Juniper, Horizontal Juniper",Cupressaceae,Shrub,1.0,,4,9,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,groundcover,no,no,no,no,no,no,no,2,1,3,LMH,N,DM,"Northern N. America - Newfoundland to British Columbia, south to Washington and Maine.",,None known,Bloom Color: Blue.,OBSERVED:PFAF,pfaf.org database
Juniperus monosperma,One-Seed Juniper,Cupressaceae,Tree,18.0,,4,8,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,canopy,no,no,no,no,no,no,no,3,2,3,LMH,N,DM,South-western N. America - along the Rocky Mountains from Wyoming to Mexico.,,None known,,OBSERVED:PFAF,pfaf.org database
Juniperus occidentalis,Western Juniper,Cupressaceae,Tree,18.0,,4,8,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,canopy,no,no,no,no,no,no,no,3,2,3,LMH,N,DM,Western N. America - British Columbia to the Sierra Nevada.,,None known,,OBSERVED:PFAF,pfaf.org database
Juniperus osteosperma,"Desert Juniper, Utah juniper",Cupressaceae,Tree,12.0,,4,8,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,canopy,no,no,no,no,no,no,no,2,2,3,LMH,N,DM,South-western N. America - California to New Mexico and Wyoming.,,None known,,OBSERVED:PFAF,pfaf.org database
Juniperus sabina,"Savine, Tam  Juniper",Cupressaceae,Shrub,4.0,,4,7,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,pest_confuser,no,no,no,no,no,no,no,0,2,4,LMH,N,DM,C. and S. Europe to N. America.,,The whole plant is poisonous and can produce abortions[4].,"Form: Spreading or horizontal, Upright or erect.",OBSERVED:PFAF,pfaf.org database
Juniperus scopulorum,"Rocky Mountain Juniper, Weeping Rocky Mountian Juniper, Colorado Red Cedar",Cupressaceae,Tree,10.0,,3,7,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,pest_confuser,no,no,no,no,no,no,no,3,2,4,LMH,N,DM,Western N. America - British Columbia to Mexico and California.,,None known,"Main Bloom Time: Early spring, Late spring, Mid spring. Form: Pyramidal, Upright or erect, Weeping.",OBSERVED:PFAF,pfaf.org database
Juniperus silicicola,"Southern Redcedar, Juniper, Southern  Red Cedar",Cupressaceae,Tree,20.0,,7,10,canopy,mid_successional,fibrous_shallow,wetland,no,pest_confuser,no,no,no,no,no,no,no,2,2,3,LMH,N,DM,South-eastern N. America - South Carolina to Texas.,,"All parts of the plant might be toxic[4, 222].","Form: Columnar, Oval, Pyramidal.",OBSERVED:PFAF,pfaf.org database
Juniperus tetragona,,Cupressaceae,Tree,,,7,10,understory,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,2,0,0,LMH,N,DM,South-western N. America - Texas to Mexico.,,None known,,OBSERVED:PFAF,pfaf.org database
Juniperus virginiana,"Pencil Cedar, Eastern redcedar, Southern redcedar, Silver Cedar, Burk Eastern Red Cedar, Silver East",Cupressaceae,Tree,20.0,,3,9,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,pest_confuser,no,no,no,no,no,no,no,2,2,4,LMH,N,DM,Central and Eastern N. America from Canada south to Georgia and Texas.,,"All parts of the plant might be toxic[4, 222].","Bloom Color: Green, Yellow. Form: Columnar, Oval, Pyramidal.",OBSERVED:PFAF,pfaf.org database
Kalmia angustifolia,Sheep Laurel,Ericaceae,Shrub,1.5,,,,shrub,early_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,0,2,0,LMH,SN,M,"Eastern N. America - Newfoundland to Hudson Bay, south to Georgia and Michigan. Nat in Britain.",,"The foliage is poisonous to animals[21, 65, 76]. The whole plant is highly toxic[222].",,OBSERVED:PFAF,pfaf.org database
Kalmia latifolia,"Mountain Laurel, Calico Bush, Ivy",Ericaceae,Shrub,3.0,,4,8,shrub,early_successional,fibrous_shallow,wetland,no,windbreak,no,no,no,no,no,no,no,0,2,2,LMH,SN,M,Eastern N. America - New England to New York south to W. Florida.,,"The foliage is poisonous to animals[21, 65, 76]. The whole plant is highly toxic[222]. Cases of poisoning have occurred when livestock or game birds have been eaten after they have ingested this plant[238].","Bloom Color: Pink, Red, White. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Oval.",OBSERVED:PFAF,pfaf.org database
Kalmia polifolia,"Swamp Laurel, Bog laurel",Ericaceae,Shrub,0.5,,,,shrub,early_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,0,2,0,LMH,SN,M,"Northern N. America - Newfoundland to Hudson Bay, southwards. Nat. in Britain in a bog in Surrey.",,"The foliage is poisonous to animals[21, 65, 76]. The whole plant is highly toxic[222].",,OBSERVED:PFAF,pfaf.org database
Kuhnia eupatorioides,,Asteraceae or Compositae,Perennial,0.2,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,1,0,LM,SN,M,"Eastern N. America - New Jersey to Georgia, Ohio, Minnesota, West Virginia and Texas.",,None known,,OBSERVED:PFAF,pfaf.org database
Lachnanthes carolina,Red Root,Haemodoraceae,Perennial,1.0,,,,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,0,2,1,LM,SN,M,Eastern N. America - New Jersey and Rhode Island to Florida.,,Poisonous[4].,,OBSERVED:PFAF,pfaf.org database
Lactuca biennis,Tall Blue Lettuce,Asteraceae or Compositae,,,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,0,1,0,LMH,SN,M,Eastern N. America,,None known,,OBSERVED:PFAF,pfaf.org database
Lactuca canadensis,Canada Lettuce,Asteraceae or Compositae,Biennial,3.0,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,3,0,LM,SN,M,"Eastern N. America - Nova Scotia to British Columbia, south to Georgia and Colorado.",,"Although no specific mention of toxicity has been seen for this species, many plants in this genus contain a narcotic principle, this is at its most concentrated when the plant begins to flower. This principle has been almost bred out of the cultivated forms of lettuce but is produced when the plant",,OBSERVED:PFAF,pfaf.org database
Lactuca ludoviciana,"Western Wild Lettuce, Biannual lettuce",Asteraceae or Compositae,Biennial,1.2,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,2,0,LM,SN,M,Eastern N. America - Manitoba to Wisconsin and southwards.,,"Although no specific mention of toxicity has been seen for this species, many plants in this genus contain a narcotic principle, this is at its most concentrated when the plant begins to flower. This principle has been almost bred out of the cultivated forms of lettuce but is produced when the plant",,OBSERVED:PFAF,pfaf.org database
Lactuca pulchella,Blue Lettuce,Asteraceae or Compositae,Perennial,1.0,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,2,2,0,LM,SN,M,"N. America - Alaska to Minnesota, south to Missouri, New Mexico and California.",,"Although no specific mention of toxicity has been seen for this species, many plants in this genus contain a narcotic principle, this is at its most concentrated when the plant begins to flower. This principle has been almost bred out of the cultivated forms of lettuce but is produced when the plant",,OBSERVED:PFAF,pfaf.org database
